"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0016053","GO:0016053","organic acid biosynthetic process","1/21","322/17284",0.0031055900621118,2.55604850635907,0.983045488711938,0.326420942680988,0.365441377208371,0.28988865327023,"MIF",1
"GO:0031400","GO:0031400","negative regulation of protein modification process","1/21","325/17284",0.00307692307692308,2.53245421245421,0.972725149925919,0.328919790718193,0.366553634049794,0.290770957951528,"PPIA",1
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","1/21","325/17284",0.00307692307692308,2.53245421245421,0.972725149925919,0.328919790718193,0.366553634049794,0.290770957951528,"PPIA",1
"GO:0040013","GO:0040013","negative regulation of locomotion","1/21","327/17284",0.00305810397553517,2.51696519586428,0.965908660597082,0.330580781820159,0.367563563347985,0.291572090670508,"MIF",1
"GO:0060562","GO:0060562","epithelial tube morphogenesis","1/21","328/17284",0.00304878048780488,2.50929152148664,0.962519257491769,0.331409808392181,0.367645960562625,0.29163745277528,"PFN1",1
"GO:0052547","GO:0052547","regulation of peptidase activity","1/21","329/17284",0.00303951367781155,2.50166449558547,0.959142293516222,0.332237857107902,0.367726900935337,0.291701659231101,"GAPDH",1
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","1/21","333/17284",0.003003003003003,2.47161447161447,0.945757038000614,0.335540295306309,0.370539963297443,0.29393313850678,"MIF",1
"GO:0048872","GO:0048872","homeostasis of number of cells","1/21","335/17284",0.00298507462686567,2.45685856432125,0.939136742547824,0.337185675703269,0.370675900829553,0.294040971802542,"MIF",1
"GO:0070661","GO:0070661","leukocyte proliferation","1/21","335/17284",0.00298507462686567,2.45685856432125,0.939136742547824,0.337185675703269,0.370675900829553,0.294040971802542,"MIF",1
"GO:0032496","GO:0032496","response to lipopolysaccharide","1/21","340/17284",0.00294117647058824,2.42072829131653,0.922791515874961,0.341282167033103,0.374334268795318,0.296942995024061,"MIF",1
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","1/21","341/17284",0.00293255131964809,2.41362938137132,0.919557041338873,0.342098566613622,0.374386521215357,0.296984444582376,"PFN1",1
"GO:0070482","GO:0070482","response to oxygen levels","1/21","342/17284",0.00292397660818713,2.40657198551935,0.916333902299729,0.342914002492812,0.374437487026904,0.297024873530474,"ND1",1
"GO:0051090","GO:0051090","regulation of DNA-binding transcription factor activity","1/21","344/17284",0.00290697674418605,2.39258028792913,0.909921315488597,0.344541987469118,0.375373485229218,0.29776735994623,"PPIA",1
"GO:0015980","GO:0015980","energy derivation by oxidation of organic compounds","1/21","346/17284",0.00289017341040462,2.37875034406826,0.903553132808585,0.346166130594373,0.376301128570222,0.298503218816106,"ND1",1
"GO:0021700","GO:0021700","developmental maturation","1/21","349/17284",0.00286532951289398,2.35830263337427,0.894082784665673,0.348595160649679,0.378097646406222,0.299928317801974,"PFN1",1
"GO:0046942","GO:0046942","carboxylic acid transport","1/21","353/17284",0.0028328611898017,2.33157965735869,0.881605471139185,0.35182050115551,0.380747964583852,0.302030699237595,"MIF",1
"GO:0015849","GO:0015849","organic acid transport","1/21","354/17284",0.00282485875706215,2.32499327414582,0.878512414013872,0.352624456590849,0.380771863325374,0.302049657063465,"MIF",1
"GO:0031346","GO:0031346","positive regulation of cell projection organization","1/21","357/17284",0.00280112044817927,2.30545551553955,0.869295167808425,0.355030628715717,0.382521938461404,0.303437915087723,"PFN1",1
"GO:0002237","GO:0002237","response to molecule of bacterial origin","1/21","358/17284",0.00279329608938547,2.29901569566374,0.866243164634041,0.355830791579602,0.382537738408976,0.303450448494746,"MIF",1
"GO:0032535","GO:0032535","regulation of cellular component size","1/21","359/17284",0.00278551532033426,2.29261175222178,0.863201254468544,0.356630008959776,0.382552454544958,0.30346212216146,"PFN1",1
"GO:0009306","GO:0009306","protein secretion","1/21","361/17284",0.00277008310249307,2.27991030207097,0.857147446222857,0.358225611513464,0.38341950067485,0.304149911915422,"PPIA",1
"GO:0010639","GO:0010639","negative regulation of organelle organization","1/21","364/17284",0.00274725274725275,2.2611198325484,0.84814077953733,0.360611950714499,0.384284507654181,0.304836084100475,"PFN1",1
"GO:0035592","GO:0035592","establishment of protein localization to extracellular region","1/21","364/17284",0.00274725274725275,2.2611198325484,0.84814077953733,0.360611950714499,0.384284507654181,0.304836084100475,"PPIA",1
"GO:0002696","GO:0002696","positive regulation of leukocyte activation","1/21","365/17284",0.00273972602739726,2.25492498369211,0.845158044597025,0.361405517442335,0.384289272913575,0.304839864172229,"MIF",1
"GO:0016236","GO:0016236","macroautophagy","1/21","369/17284",0.002710027100271,2.23048135243257,0.833322859758373,0.364570414107503,0.386810003639115,0.306839449552697,"GAPDH",1
"GO:0010506","GO:0010506","regulation of autophagy","1/21","371/17284",0.00269541778975741,2.21845719419843,0.827461857889051,0.366147255014236,0.387629052141427,0.307489164889017,"GAPDH",1
"GO:0071692","GO:0071692","protein localization to extracellular region","1/21","372/17284",0.00268817204301075,2.21249359959037,0.824545292962423,0.366934277283774,0.387629052141427,0.307489164889017,"PPIA",1
"GO:0050878","GO:0050878","regulation of body fluid levels","1/21","380/17284",0.00263157894736842,2.16591478696742,0.801539526588942,0.373197036987124,0.393391681845735,0.312060406867794,"PPIA",1
"GO:0032970","GO:0032970","regulation of actin filament-based process","1/21","383/17284",0.00261096605744125,2.14894939699117,0.793058391291719,0.375530323807792,0.394959357470352,0.313303975341228,"PFN1",1
"GO:0050867","GO:0050867","positive regulation of cell activation","1/21","384/17284",0.00260416666666667,2.14335317460317,0.79024860688362,0.376306246131917,0.394959357470352,0.313303975341228,"MIF",1
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","1/21","388/17284",0.00257731958762887,2.12125675012273,0.779094359263765,0.379400763234353,0.397350906871247,0.315201086829672,"PFN1",1
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","1/21","392/17284",0.00255102040816327,2.09961127308066,0.768073458178596,0.382480654263552,0.399661554942718,0.317034022833627,"MIF",1
"GO:0006631","GO:0006631","fatty acid metabolic process","1/21","393/17284",0.00254452926208651,2.0942687507573,0.765338689626989,0.383248349400923,0.399661554942718,0.317034022833627,"MIF",1
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus","1/21","403/17284",0.00248138957816377,2.04230178423727,0.738427728517566,0.390875474190262,0.406744350279183,0.322652494439555,"MIF",1
"GO:0002697","GO:0002697","regulation of immune effector process","1/21","405/17284",0.00246913580246914,2.03221634332745,0.733138392874121,0.39239008079781,0.407449828035252,0.323212119072598,"MIF",1
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","1/21","428/17284",0.00233644859813084,1.92300845571874,0.67439040072697,0.409552247085066,0.424225446419469,0.336519483056188,"PFN1",1
"GO:0001503","GO:0001503","ossification","1/21","429/17284",0.00233100233100233,1.91852591852592,0.671918749922358,0.410287854750657,0.424225446419469,0.336519483056188,"RPL38",1
"GO:0016032","GO:0016032","viral process","1/21","433/17284",0.0023094688221709,1.90080281535247,0.66209745846496,0.413221566589688,0.425305956162572,0.337376604153602,"PPIA",1
"GO:0042060","GO:0042060","wound healing","1/21","434/17284",0.00230414746543779,1.89642308536318,0.659658285253527,0.413952819755768,0.425305956162572,0.337376604153602,"PPIA",1
"GO:0051223","GO:0051223","regulation of protein transport","1/21","434/17284",0.00230414746543779,1.89642308536318,0.659658285253527,0.413952819755768,0.425305956162572,0.337376604153602,"PPIA",1
"GO:0006869","GO:0006869","lipid transport","1/21","437/17284",0.0022883295194508,1.88340416258036,0.652378964296357,0.416141375430332,0.425758087887755,0.337735260466457,"MIF",1
"GO:0009410","GO:0009410","response to xenobiotic stimulus","1/21","437/17284",0.0022883295194508,1.88340416258036,0.652378964296357,0.416141375430332,0.425758087887755,0.337735260466457,"ND1",1
"GO:0007005","GO:0007005","mitochondrion organization","1/21","445/17284",0.00224719101123596,1.84954521134296,0.633241589462042,0.421939534279125,0.430785226821665,0.341723069801256,"ND1",1
"GO:0007015","GO:0007015","actin filament organization","1/21","455/17284",0.0021978021978022,1.80889586603872,0.609860121702245,0.429110138015485,0.437189617601551,0.346803392758606,"PFN1",1
"GO:0015711","GO:0015711","organic anion transport","1/21","458/17284",0.00218340611353712,1.79704720316074,0.60295849182118,0.431244746839324,0.437533732730731,0.347076364232526,"MIF",1
"GO:0048568","GO:0048568","embryonic organ development","1/21","458/17284",0.00218340611353712,1.79704720316074,0.60295849182118,0.431244746839324,0.437533732730731,0.347076364232526,"RPL38",1
"GO:0031329","GO:0031329","regulation of cellular catabolic process","1/21","466/17284",0.00214592274678112,1.76619660739832,0.58479962573598,0.436899937742406,0.4423498330157,0.350896765841915,"GAPDH",1
"GO:0010876","GO:0010876","lipid localization","1/21","488/17284",0.00204918032786885,1.68657298985168,0.536605066842434,0.452176900487378,0.456867532235172,0.362413021355902,"MIF",1
"GO:0023061","GO:0023061","signal release","1/21","491/17284",0.00203665987780041,1.67626806323344,0.530220551975572,0.454229280328065,0.457731479205664,0.363098352682327,"MIF",1
"GO:1903829","GO:1903829","positive regulation of protein localization","1/21","492/17284",0.00203252032520325,1.67286101432443,0.528101962765641,0.454911778101728,0.457731479205664,0.363098352682327,"PPIA",1
"GO:0002009","GO:0002009","morphogenesis of an epithelium","1/21","496/17284",0.00201612903225806,1.65937019969278,0.519674910958376,0.457633649545337,0.459520798615627,0.364517741471815,"PFN1",1
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","1/21","499/17284",0.00200400801603206,1.64939402614753,0.513403666961351,0.45966655319442,0.460342573592568,0.365169619601151,"PFN1",1
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","1/21","500/17284",0.002,1.64609523809524,0.511322476868294,0.460342573592568,0.460342573592568,0.365169619601151,"PFN1",1
